Funny and poignant and full of life, Up easily qualifies as one of the best movies of the year so far. Go with someone you care about.|Fresh
|Fresh
The movie is packed with lovely jokes, some of them funny in inexplicable ways.|Fresh
The key to Pixar's success has always been the perfect blend of heart and humor -- and they've certainly done it again here.|Fresh
This is really special.|Fresh
An exquisite work of cinematic art that also happens to be the funniest, most touching, most exciting and most entertaining movie released so far this year.|Fresh
A perfect blend of humor and heart, mixed with rousing adventure and spectacular animation.|Fresh
A delightful and touching experience that isn't just one of the best films from the studio -- it's the best film to date in 2009.|Fresh
Up is a perfect movie.|Fresh
Yet, with the story perfectly setup for a classic adventure, the film quickly runs out of ideas and drowns in a series of sentimental clichés.|Rotten
Truthfully, it was only the bird and the dog that saved me from bolting out of the theater. They rated some laughs.|Rotten
The geniuses at Disney/Pixar continue to elevate the art of the animated film with Up, their latest cinematic achievement.|Fresh
With Up, Disney/Pixar continues to set the bar for animated features.|Fresh
Up is funny, heartfelt, and never less than entertaining.|Fresh
Whatever brainstorming session came up with Up allowed Docter and co-director Bob Peterson to grapple not only with old age, but with the kind of maturity rarely broached by cartoons.|Fresh
It's quite simply the best Pixar yet, seamlessly melding stirring emotions and thrilling adventure into a classic tale about letting go of the past and embracing the moment.|Fresh
Up is breathtaking in its imaginative detail and astonishing in its emotional range.|Fresh
I challenge you not to tear up.|Fresh
The first 10 minutes of Pixar's fantastical 3-D animated adventure Up are a sublime testimonial to the purity and magic of the cinema. I know because I was a sobbing basket case by Minute 11.|Fresh
There might not be a more dependable name in all of Hollywood than Pixar, and their tenth animated feature, Up, continues the studio's remarkable hot streak.|Fresh
What makes Up such a satisfying film is the story of an old man deciding that he still has life left to be lived. And that life is an adventure.|Fresh
The glory of Pixar's films as that they touched on universal themes, all the way through, that just happened to also tickle kids. This one starts out that way, and then settles comfortably into being a kids film.|Fresh
Quintessential Pixar.|Fresh
Has more heart and soul in its tiniest pixel than most competitors' movies can boast in their entirety.|Fresh
The pacing is perfect, the animation looks terrific, the emotional range is wide, and there are a few sly jokes you might not catch the first time around. That's okay; you'll want to see it a second time anyway.|Fresh
As corny as it sounds, Up soars to new animation heights.|Fresh
No matter how you look at it, through the innocent eyes of a child or the wider, wiser worldview of an adult, the bright, buoyant Up brims with imagination, adventure, humor and heart.|Fresh
The most successful moments use screenwriter Peterson's rapid-fire witty dialogue and sight gags.|Fresh
Everything else is up to the studio's usual standard, blending gorgeous and imaginative (but never gimmicky) animation with zippy storytelling, heartfelt sadness and laughs.|Fresh
You never know what you're going to get with this sort of thing, if people will sit on their laurels and bask in the concept or go to the effort of working out a compelling story. Luckily the folks at Pixar aren't known for taking the easy way out.|Fresh
...an animated masterpiece...|Fresh
"Adventure is about escaping death's closure, but it's also about clinging to life's openness - letting one escapade's end evolve into something new. ""Up"" is a tremendously affecting story of indomitable love, infectious spirit and embraced possibilities."|Fresh
Has there ever been a bolder moment in a children's film than one in which the lead character essentially sets off on his final journey into the heavens?|Fresh
There's much to make you laugh and cry, but the image that lingers is that of a gentle, bewildered man carrying his past overhead like a multicoloured cloud on a leash.|Fresh
A vibrantly bubbly exploration of how life's great adventures can stem from death's gloomy depths|Fresh
If Up has a fault, it's merely that it's following in the footsteps of Wall-E, which was possibly the best animated film of the decade.|Fresh
The first from Pixar to be filmed in Disney Digital 3-D, Up looks and sounds great. The script is charming, touching and altogether delightful; the voice talent perfectly suited to the characters.|Fresh
Disney/Pixar's Up is a triumphant masterstroke for the studio and their Teflon reputation.|Fresh
Up has much to offer kids but more to offer adults. We're so entertained we don't realize we're exploring tough questions. How faithful are we in the promises we make?|Fresh
Don't be surprised if Up is sitting pretty atop our top 10 films of the year list come the New Year.|Fresh
Up is arguably Pixar's finest achievement to date, and is surprisingly mature (and moving) in its subject matter.|Fresh
Once the balloons make their grand, eye-popping entrance in a kaleidoscope of color and texture, the film becomes chaotic and silly, and coasts downhill for the remainder.|Fresh
One of the best home video releases of 2009|Fresh
One of Pixar's most emotionally satisfying creations.|Fresh
Pure joy and one of the best films of the year. You gotta have a good story, and this one is a gem. It even made a bit misty-eyed. Good stuff from Pixar. Paul Chambers, CNN.|Fresh
...if you've ever wondered what kind of jokes dogs would tell if they could speak, here's your chance.|Fresh
... it's another excellent Disney disc with well-produced supplements designed to appeal to adults and children alike.|Fresh
By now, with the movie becoming one of the company's greatest successes, many of us are familiar with the story, and how it continues Pixar's incredible streak of great movie experiences.|Fresh
An instant cartoon classic coming courtesy of a successful collaboration by the good folks at Disney and Pixar.|Fresh
An instant cartoon classic coming courtesy of a successful collaboration by the good folks at Disney and Pixar.|Fresh
Filled with wonderment and intrigue, it tells a timeless tale of adventure and aging that touches on almost every emotion.|Fresh
Maybe movies are getting worse or maybe Pixar is getting better or maybe it's a combination of the two - but Up is one of the year's best.|Fresh
Up is available in a nifty blu-ray combo pack that gives you a two-disc blu-ray set loaded with extras, a standard DVD of the movie and a digital copy.|Fresh
A joyous, wacky, sometimes bittersweet story of love, loss and making your dreams come true, Up does what Pixar movies usually do %u2013 it far exceeds our expectations.|Fresh
It's beginning to seem as if Pixar's delivery of one of the very best films of the year will be an unstoppable annual tradition. [Blu-ray]|Fresh
Up delivers a half hour of pure cinematic magic, followed by the rest of the film which is merely very good.|Fresh
Do you like hearing kids screaming and parents rushing their children out of the theater never to return? Me too.|Fresh
Disney's decision to make a bunch of additional Up behind-the-scenes goodies available only to Blu-ray owners reeks of cruel elitism, but even if this two-disc DVD feels lightweight, the film itself does not.|Fresh
A hugely enjoyable work, whose care, craftsmanship and creative courage are rarely found in mainstream films - animated or otherwise.|Fresh
One of its best: touching, funny and graphically exciting.|Fresh
